fire	year	temp	humidity	rainfall	drought_code	buildup_index	day	month	wind_speed	encoded_fire	loss_e1	pred_e1	loss_e2	pred_e2	loss_e3	pred_e3	loss_e4	pred_e4	loss_e5	pred_e5	loss_e6	pred_e6	loss_e7	pred_e7	loss_e8	pred_e8	loss_e9	pred_e9	loss_e10	pred_e10	pred
yes	2009	36	53	0.0	67.29	28.65	31	7	15	1	0.2596464845499512	0	0.20969877090290265	1	0.15667925218915157	1	0.10342078823514841	1	0.06510034415084952	1	0.043034326032526035	1	0.03095141360797937	1	0.024339688039099132	1	0.020599072052751036	1	0.018449688537538936	1	1
yes	2017	40	36	0.0	21.94	10.84	2	8	14	1	0.17493570785556456	1	0.15185753167324917	1	0.12699477514013374	1	0.1060481994575517	1	0.0897781863489556	1	0.07250289402832685	1	0.053521268727314365	1	0.037048541983583164	1	0.02489464120049636	1	0.01693033082024735	1	1
yes	2011	39	36	0.0	42.99	23.88	4	8	15	1	0.2013827305726521	1	0.17074911224565018	1	0.1347107537358159	1	0.09735943719786998	1	0.06497579244503053	1	0.04034499559266801	1	0.023709538191484907	1	0.013788922442874666	1	0.008231184000205657	1	0.005212184993505183	1	1
no	2017	29	54	3.1	9.27	11.37	6	8	14	0	0.32167912242266133	1	0.3160077488015282	1	0.28430987844562533	1	0.20916685607468735	0	0.12046253199259059	0	0.06819141149690103	0	0.05165845015785399	0	0.04382838153775134	0	0.04110465898813732	0	0.041643487389730116	0	0
no	2014	33	65	2.9	10.76	6.9	7	8	15	0	0.25877853030829456	1	0.21943677078031545	0	0.15166561729068082	0	0.08499074424981096	0	0.05135452389727314	0	0.032822441392625634	0	0.02395097344551412	0	0.019971859055238062	0	0.017773118355584754	0	0.017054186505115827	0	0
yes	2011	38	56	0.0	20.36	11.04	8	8	13	1	0.25486280142460815	0	0.27091370737464415	0	0.3008124782758274	0	0.3339942912986581	0	0.34715991268009605	0	0.32122757899252946	0	0.2651765221903946	0	0.19644235621866407	1	0.13352556756612008	1	0.10688434909503854	1	1
yes	2017	41	33	0.0	46.38	23.1	11	8	17	1	0.16805027416597912	1	0.12844445378081232	1	0.08406787779072059	1	0.0463978946706485	1	0.023885552200784164	1	0.012560525127844347	1	0.007224922683957592	1	0.004507535989948858	1	0.0029974624232129965	1	0.0020406708163908226	1	1
yes	2016	38	21	0.4	41.58	18.85	12	8	17	1	0.1529566333277108	1	0.11414066612734416	1	0.07067733430668192	1	0.03656892420734063	1	0.018212057333311858	1	0.009693287790953771	1	0.005833656463782267	1	0.0038751235311489094	1	0.002762147401455774	1	0.0020261217844876754	1	1
yes	2013	36	38	0.0	55.82	22.47	14	8	14	1	0.16977073636461032	1	0.13527249148689238	1	0.09384809340828333	1	0.05667989289661522	1	0.032886344512365905	1	0.01986997238702501	1	0.013158030972306571	1	0.009418853527547509	1	0.007148906940439846	1	0.005524564596577594	1	1
yes	2016	34	45	0.3	54.29	19.47	15	8	14	1	0.14930283543065354	1	0.11902874599736951	1	0.08406535887828004	1	0.05548427765923339	1	0.038333937728946284	1	0.028710644634833086	1	0.023379080337324762	1	0.019958174202543078	1	0.017400384123627672	1	0.014919768155682153	1	1
yes	2012	43	23	0.0	76.99	30.87	17	8	11	1	0.13625258854289526	1	0.09468648900315173	1	0.047587967020516084	1	0.016443990670395953	1	0.004842708804826228	1	0.0015451401253688958	1	0.0006084780413866875	1	0.0002920377412978215	1	0.00016422771829105944	1	0.00010248155350592081	1	1
yes	2007	35	67	0.1	96.83	36.06	19	8	15	1	0.20269669616949346	1	0.16732065263189078	1	0.12870360155896984	1	0.0868152536855876	1	0.05363418713493284	1	0.03301338971661065	1	0.021765506148149424	1	0.01551725125573142	1	0.011880672470828085	1	0.009345659269880072	1	1
yes	2016	35	80	0.0	107.14	38.23	20	8	16	1	0.13655538560474736	1	0.10838649725610296	1	0.07490777998526607	1	0.04794495763243645	1	0.03211253191413956	1	0.023371600143185404	1	0.018481806417477587	1	0.015279476184289707	1	0.01285342255718187	1	0.010543263993348335	1	1
yes	2010	37	72	0.0	117.49	41.62	21	8	17	1	0.14958531813908532	1	0.11926988875305178	1	0.07900043044000998	1	0.04319525822519393	1	0.022032610618262862	1	0.01181336089985196	1	0.007115787879171211	1	0.004759647441913793	1	0.0034571890350609336	1	0.0025975975667570134	1	1
yes	2008	36	53	0.0	128.08	46.25	22	8	16	1	0.13622435373765696	1	0.09788710892180072	1	0.05242646529959686	1	0.020383360767657174	1	0.007066897345501407	1	0.002699614972062642	1	0.0012579735671759075	1	0.00070047364527008	1	0.000448331359549714	1	0.0003120287213901143	1	1
yes	2012	37	44	0.0	138.67	50.76	23	8	16	1	0.09812170262720592	1	0.06036941426912588	1	0.024501413975122555	1	0.006844996415320371	1	0.001816690135069058	1	0.000578901786463129	1	0.00023984320863129974	1	0.00012272054995866622	1	7.307926811027836e-05	1	4.7792868971029254e-05	1	1
yes	2015	34	39	0.0	148.34	55.68	24	8	16	1	0.0744627677339358	1	0.04062913543726223	1	0.013813171553834174	1	0.0032971146105018204	1	0.0008103356108872689	1	0.00025519483721606214	1	0.0001081116889314488	1	5.693421174141377e-05	1	3.4574125853853195e-05	1	2.2848738836493155e-05	1	1
yes	2015	36	54	0.0	177.81	68.27	27	8	14	1	0.06948574065745897	1	0.0367091523026662	1	0.011740263527011923	1	0.002527204017870199	1	0.0005413813457349913	1	0.00014797462591843686	1	5.525219267753378e-05	1	2.6143257277778675e-05	1	1.4505180417179768e-05	1	8.857547843850998e-06	1	1
yes	2014	34	52	0.5	149.21	31.05	29	8	18	1	0.06978171809749928	1	0.04583179324755717	1	0.021743114007301684	1	0.008516022956045788	1	0.0035789950006906122	1	0.001845391093590163	1	0.0011922058237168298	1	0.0008993081127047379	1	0.0007420904457950597	1	0.0006307228606695508	1	1
yes	2013	35	47	0.0	159.81	36.57	30	8	17	1	0.06351600647816405	1	0.038749096990934664	1	0.016001779983853638	1	0.005075112877708109	1	0.001671646742730765	1	0.0006863047850691543	1	0.0003674561201079467	1	0.00023921756634760362	1	0.00017632870758451443	1	0.00013804260790686813	1	1
yes	2007	31	60	0.0	168.73	39.65	31	8	20	1	0.09023153569730821	1	0.06357109680381648	1	0.03371760852153059	1	0.0141486636978509	1	0.0057789891579074	1	0.00274098789825533	1	0.001617944964951548	1	0.0011385120435696157	1	0.0009045329993638897	1	0.0007602142919634199	1	1
no	2011	30	85	0.0	8.63	1.44	1	9	17	0	0.41637392344501123	1	0.3253055429135041	1	0.20533952365764493	0	0.09743870650532882	0	0.05447516543705045	0	0.03513701085288932	0	0.026347953359428872	0	0.02145202938412351	0	0.018451983453586573	0	0.01678606007383474	0	0
no	2008	27	69	0.0	17.24	4.56	2	9	21	0	0.37567239797996027	1	0.3107018550676653	1	0.2268892911363431	0	0.1333330791828362	0	0.0805820773022816	0	0.05753812885658263	0	0.0454548283105755	0	0.0390772609087877	0	0.03553394726359882	0	0.03436366143844048	0	0
yes	2009	29	76	0.0	25.0	6.44	3	9	17	1	0.1626181550202364	1	0.21752031054506302	1	0.3081159195716897	0	0.4469659874449619	0	0.5383457779158692	0	0.6021600680278799	0	0.641164553284691	0	0.6635458755880911	0	0.6760879737861435	0	0.6790961963820294	0	0
no	2012	29	64	0.2	27.59	6.1	4	9	15	0	0.4574252502849003	1	0.434838457907846	1	0.3884421559996205	1	0.313791835582328	1	0.23371726826323666	0	0.18651928089049363	0	0.16988105327852515	0	0.17489112769276058	0	0.19577937578948248	0	0.23512778181665006	0	0
no	2007	29	59	4.1	8.67	4.42	5	9	13	0	0.3287366561851674	1	0.2584197945052933	1	0.17420926826693353	0	0.10653332033470735	0	0.076521011019741	0	0.05900959664806591	0	0.0489302127823754	0	0.042032575294740145	0	0.036694742703884495	0	0.03261493731038884	0	0
yes	2012	32	60	0.0	18.53	6.88	7	9	16	1	0.12427241296682062	1	0.1348383377561438	1	0.16153709848717862	1	0.20910421339152654	1	0.2689874343516393	0	0.3062117077444316	0	0.31631577972458824	0	0.30663126832292165	0	0.28538001623155984	0	0.25411867283302386	0	0
yes	2012	31	87	0.0	26.95	8.61	8	9	14	1	0.1500780072637094	1	0.191497712537765	1	0.2780569413482137	0	0.3811607661730859	0	0.4772090964069706	0	0.5185478989013977	0	0.5459793912240939	0	0.5653993815642391	0	0.5803990447380316	0	0.5910428782352527	0	0
yes	2010	29	78	0.0	35.09	10.5	9	9	16	1	0.14155201271419907	1	0.1631258218801386	1	0.19630657737575719	1	0.22850840281347298	1	0.2447368832062707	1	0.24107452341608146	1	0.22595730873163183	1	0.20759671752253694	1	0.18988601991830784	1	0.17263665469241807	1	0
no	2007	28	73	1.1	8.34	5.13	10	9	16	0	0.35323532191311474	1	0.3102705718760384	1	0.26387486961384415	1	0.2292170008993665	0	0.20953829301775093	0	0.19886605975882157	0	0.19001381838395168	0	0.17972485364161367	0	0.1672734716905104	0	0.15393462681922318	0	0
no	2015	29	75	0.0	16.94	6.81	11	9	15	0	0.4673993673978032	1	0.4618242295693239	1	0.4455473948020204	1	0.4195696380947109	1	0.38862397597359954	1	0.3589563609363764	1	0.3320178406141735	1	0.31016181620848826	1	0.29594344561767744	1	0.289368278590726	1	0
yes	2016	31	70	0.0	25.72	9.58	12	9	14	1	0.1031754957157449	1	0.09859735200436011	1	0.09540415433684964	1	0.09749235331973179	1	0.1013193794867095	1	0.10429573940485767	1	0.10573602030590787	1	0.10500776105160078	1	0.10149833686643336	1	0.09569397922232271	1	0
yes	2008	28	49	0.0	33.54	13.21	13	9	20	1	0.12882112655493452	1	0.11553533463946473	1	0.09745944668647825	1	0.07574950225425016	1	0.056675962031550835	1	0.04341776343010058	1	0.035503545845193225	1	0.031045743210129796	1	0.028777659680940936	1	0.028006404653933323	1	1
yes	2014	32	52	0.0	50.74	18.18	15	9	15	1	0.08286579857008734	1	0.06648920166155234	1	0.04468852301655659	1	0.02590538379594332	1	0.014934107929483399	1	0.009390398690033535	1	0.006683407740037487	1	0.005268264431903847	1	0.004470491329946995	1	0.004038781476639518	1	1
yes	2008	35	43	0.0	64.07	27.11	17	9	12	1	0.09666584180551203	1	0.07425186829261213	1	0.043968407437412114	1	0.019353758188324462	1	0.007527201011858613	1	0.003127519345647225	1	0.00154662173944554	1	0.0009114224205638676	1	0.0006229548474156647	1	0.0004836315086851764	1	1
yes	2009	29	43	0.1	86.71	28.93	19	9	10	1	0.0846803733264773	1	0.06123089005105112	1	0.033789178971913685	1	0.01441217562743538	1	0.0058685786004009895	1	0.0027017937176501946	1	0.0015118312326956602	1	0.0010025821508092372	1	0.0007565033951230335	1	0.0006352073491493399	1	1
yes	2009	34	65	0.0	106.34	32.43	22	9	15	1	0.0843754133743167	1	0.0638928322166457	1	0.037318240154976055	1	0.01666181734694889	1	0.006838486610213729	1	0.003075591332726539	1	0.0016556982717510556	1	0.0010554398188599495	1	0.0007700959286201986	1	0.0006265069813774179	1	1
yes	2016	34	55	0.0	115.7	36.29	23	9	15	1	0.04441909366644735	1	0.02656504126181554	1	0.010794984899805933	1	0.0033628304256707905	1	0.0010934936526001001	1	0.0004373444215490728	1	0.00022470739391994098	1	0.000140321367265936	1	0.0001001959822588926	1	7.980835005407209e-05	1	1
no	2008	26	47	2.0	28.88	12.35	24	9	6	0	0.5054605563529749	1	0.5366370961607708	1	0.58815136652096	1	0.6440491680555152	1	0.6843548019246848	1	0.7048854120696855	1	0.708034185535131	1	0.6993343044733834	1	0.6832761427668556	1	0.6625196663713475	1	0
yes	2017	31	67	0.0	45.15	17.89	26	9	15	1	0.057735270517246876	1	0.04585485649324507	1	0.03249968840957264	1	0.02337186936684347	1	0.019293727684430193	1	0.01829932928561781	1	0.019202705184103556	1	0.021179255603890522	1	0.02361592296786642	1	0.026197400991546282	1	1
no	2017	29	89	4.4	8.74	6.52	27	9	15	0	0.5380193285565291	1	0.5299603410749288	1	0.5022925949718863	1	0.3903760195227008	1	0.23172440384332132	0	0.1017258042094432	0	0.06245855538254646	0	0.04194873785155255	0	0.02812182161677246	0	0.01910670024472433	0	0
no	2009	27	88	0.5	8.87	3.71	28	9	30	0	0.3862256116604135	1	0.3413093328398702	1	0.28110945435876433	1	0.20799756549929801	0	0.1467411927845518	0	0.10552089634326417	0	0.08058098865114594	0	0.06168799428574014	0	0.04656077840655555	0	0.03506652746144595	0	0
no	2016	25	56	0.1	15.54	6.1	29	9	20	0	0.5095975974838954	1	0.537626121376506	1	0.5617984282388034	1	0.5675219776805527	1	0.5551033652604014	1	0.5351782119400101	1	0.45197524541817075	1	0.3554211065748285	1	0.2741776566943216	1	0.2122072658663773	0	0
no	2012	24	62	0.2	16.72	5.75	30	9	17	0	0.41518311655782714	1	0.42226680841264774	1	0.38500082644667055	1	0.2923603313087466	1	0.205190084666708	0	0.1595581329554955	0	0.1181274039367146	0	0.08817195064918075	0	0.07021342265200074	0	0.06050564046771935	0	0
